from_id,knowledgeunit,rel,knowledgepoint,to_id
176,并行计算概述,contain,并行计算概念,752
176,并行计算概述,contain,并行计算应用领域,753
176,并行计算概述,contain,域分解,754
176,并行计算概述,contain,任务解,755
177,并行计算的性能评测,contain,并行计算的性能,756
177,并行计算的性能评测,contain,内存系统对性能的影响,757
177,并行计算的性能评测,contain,加速比定律,758
178,并行计算硬件环境,contain,多核处理器,759
178,并行计算硬件环境,contain,内存访问模式,760
178,并行计算硬件环境,contain,并行计算系统的分类,761
179,多线程并行程序设计,contain,多线程基本概念,762
179,多线程并行程序设计,contain,多线程计算实例分析,763
179,多线程并行程序设计,contain,PThread多线程,764
179,多线程并行程序设计,contain,Java多线程,765
180,OpenMP,contain,OpenMP的编程模型,766
180,OpenMP,contain,编译制导语句,767
181,GPU编程,contain,GPU体系结构,768
181,GPU编程,contain,CUDA程序设计方法,769
182,MPI分布式编程,contain,MPI概述,770
182,MPI分布式编程,contain,点到点通信,771
182,MPI分布式编程,contain,组通信,772
182,MPI分布式编程,contain,MPI数据类型,773
183,MPI多级混合编程,contain,MPI+OpenMP混合编程,774
183,MPI多级混合编程,contain,MPI+CUDA混合编程,775
184,MapReduce编程,contain,MapReduce背景介绍,776
184,MapReduce编程,contain,MapReduce编程模型,777
184,MapReduce编程,contain,Hadoop/YARN,778
185,并行程序设计方法学,contain,PCAM方法学,779
185,并行程序设计方法学,contain,并行编程模型,780
186,Spark编程,contain,Spark概述,781
186,Spark编程,contain,Spark框架介绍,782
186,Spark编程,contain,Spark编程模型,783
187,PCAM方法学,contain,划分(Partitioning),784
187,PCAM方法学,contain,通讯(Communication),785
187,PCAM方法学,contain,组合(Agglomeration),786
187,PCAM方法学,contain,映射(Mapping),787
188,构造性逻辑,contain,证明构造性的定义,788
188,构造性逻辑,contain,构造性赋值与蕴含,789
188,构造性逻辑,contain,构造性逻辑的语法与形式推演,790
188,构造性逻辑,contain,构造性逻辑与经典逻辑的区别,791
189,布尔代数,contain,多运算代数系统定义和性质,792
189,布尔代数,contain,格与子格的定义和性质,793
189,布尔代数,contain,分配格与有补格的定义和性质,794
189,布尔代数,contain,布尔代数的定义和性质,795
189,布尔代数,contain,布尔表达式的定义和性质,796
190,图与网络流,contain,网络流及最大流的定义,797
190,图与网络流,contain,最小割的求解,798
190,图与网络流,contain,有界网络流,799
190,图与网络流,contain,最小费用最大流,800
191,图的连通性,contain,无向图的连通性的特殊性质,801
191,图的连通性,contain,有向图的连通性的特殊性质,802
192,图的支配、覆盖、独立与匹配,contain,支配和覆盖的定义,803
192,图的支配、覆盖、独立与匹配,contain,鸽巢原理与拉姆齐数,804
192,图的支配、覆盖、独立与匹配,contain,点的支配、覆盖和独立,805
192,图的支配、覆盖、独立与匹配,contain,边的覆盖和独立,806
192,图的支配、覆盖、独立与匹配,contain,匹配与因子分解,807
193,图谱与复杂网络,contain,图的特征值与拉普拉斯型,808
193,图谱与复杂网络,contain,邻接矩阵与关联矩阵相关算法,809
193,图谱与复杂网络,contain,复杂网络的基本特征,810
194,云计算概念,contain,计算系统的历史，网格和云,811
194,云计算概念,contain,云计算的服务模型和部署模型,812
195,云计算基础,contain,通信,813
195,云计算基础,contain,时间,814
195,云计算基础,contain,一致性,815
196,虚拟化技术,contain,IaaS及虚拟化,816
196,虚拟化技术,contain,抽象,817
196,虚拟化技术,contain,虚拟化分类,818
196,虚拟化技术,contain,服务器虚拟化,819
197,云计算应用开发,contain,Hadoop系统,820
197,云计算应用开发,contain,YARN,821
197,云计算应用开发,contain,资源调度,822
198,正则语言,contain,有限自动机,823
198,正则语言,contain,非确定性,824
198,正则语言,contain,正则表达式,825
198,正则语言,contain,非正则语言,826
199,上下文无关语言,contain,上下文无关文法,827
199,上下文无关语言,contain,下推自动机,828
199,上下文无关语言,contain,非上下文无关语言,829
200,邱奇图灵论题,contain,图灵机,830
200,邱奇图灵论题,contain,图灵机的变体,831
200,邱奇图灵论题,contain,算法的定义,832
201,问题求解,contain,GPS,833
201,问题求解,contain,现代范型,834
201,问题求解,contain,经典搜索方法,835
201,问题求解,contain,启发式搜索,836
201,问题求解,contain,问题归约,837
201,问题求解,contain,博弈,838
201,问题求解,contain,遗传算法,839
201,问题求解,contain,模拟退火,840
201,问题求解,contain,约束满足,841
202,逻辑与推理,contain,人工智能逻辑,842
202,逻辑与推理,contain,经典逻辑,843
202,逻辑与推理,contain,非经典逻辑,844
202,逻辑与推理,contain,人工智能推理,845
202,逻辑与推理,contain,精确推理,846
202,逻辑与推理,contain,非精确推理,847
202,逻辑与推理,contain,归结原理,848
202,逻辑与推理,contain,行为推理,849
202,逻辑与推理,contain,时空推理,850
202,逻辑与推理,contain,概率推理,851
381,知识表示,contain,非结构表示,852
381,知识表示,contain,产生式系统,853
381,知识表示,contain,结构表示,854
204,智能主体,contain,Agent模型,855
204,智能主体,contain,Agent组织,856
205,机器学习,contain,学科概述,857
205,机器学习,contain,决策树,858
205,机器学习,contain,贝叶斯学习,859
206,网络安全概念,contain,安全攻击,860
206,网络安全概念,contain,安全模式,861
206,网络安全概念,contain,安全机制,862
207,密码学,contain,对称加密和消息机密,863
207,密码学,contain,分组密码,864
207,密码学,contain,流密码和RC4,865
208,网络安全应用,contain,密钥分配和用户认证,866
208,网络安全应用,contain,网络访问控制和云安全,867
208,网络安全应用,contain,传输层安全,868
208,网络安全应用,contain,无线网络安全,869
208,网络安全应用,contain,IP安全,870
209,网络攻防技术,contain,入侵者,871
209,网络攻防技术,contain,防火墙,872
210,软件与软件工程,contain,软件过程模型,873
210,软件与软件工程,contain,软件开发方法,874
211,需求分析基础,contain,软件需求的基本概念,875
211,需求分析基础,contain,需求工程过程,876
211,需求分析基础,contain,软件需求获取技术,877
211,需求分析基础,contain,需求分析与建模,878
212,软件设计基础,contain,软件设计概述,879
212,软件设计基础,contain,软件体系结构设计,880
212,软件设计基础,contain,模块分解,881
213,程序设计语言和编码,contain,程序设计语言的选择,882
213,程序设计语言和编码,contain,结构化程序设计,883
213,程序设计语言和编码,contain,程序设计风格,884
213,程序设计语言和编码,contain,算法与程序效率,885
214,软件测试,contain,软件测试概述,886
214,软件测试,contain,白盒法测试,887
214,软件测试,contain,盒法测试,888
214,软件测试,contain,软件测试的策略,889
215,软件维护,contain,软件维护的基本概念,890
215,软件维护,contain,软件维护的过程,891
215,软件维护,contain,软件维护技术,892
215,软件维护,contain,软件可维护性,893
216,面向对象的需求分析,contain,面向对象的概念,894
216,面向对象的需求分析,contain,统一建模语言UML及十种视图,895
216,面向对象的需求分析,contain,基于UML的软件开发过程,896
216,面向对象的需求分析,contain,基于UML的需求分析,897
216,面向对象的需求分析,contain,基于UML的需求建模,898
216,面向对象的需求分析,contain,UML用例图的构建,899
216,面向对象的需求分析,contain,UML类图构建，类之间的关系描述,900
216,面向对象的需求分析,contain,使用IBM Rational Rose 进行需求建模,901
217,面向对象的设计方法,contain,面向对象的软件设计过程,902
217,面向对象的设计方法,contain,基于UML的设计,903
217,面向对象的设计方法,contain,UML顺序图的构建,904
217,面向对象的设计方法,contain,UML协作图的构建,905
217,面向对象的设计方法,contain,UML状态图的构建,906
217,面向对象的设计方法,contain,UML活动图的构建,907
217,面向对象的设计方法,contain,使用IBM Rational Rose 进行设计实现建模,908
218,数据挖掘概述,contain,数据挖掘简介,909
218,数据挖掘概述,contain,数据挖掘的功能,910
218,数据挖掘概述,contain,数据挖掘的发展前沿,911
592,认识数据,contain,数据对象与属性类型,912
592,认识数据,contain,数据的基本统计描述,913
592,认识数据,contain,数据可视化,914
592,认识数据,contain,度量数据的相似性和相异性,915
593,数据预处理,contain,数据预处理: 概述,916
593,数据预处理,contain,数据抽取,917
593,数据预处理,contain,数据清洗,918
593,数据预处理,contain,数据集成,919
593,数据预处理,contain,数据归约,920
593,数据预处理,contain,数据变换与数据离散化,921
221,数据仓库与联机分析处理,contain,数据仓库,922
221,数据仓库与联机分析处理,contain,联机分析处理,923
221,数据仓库与联机分析处理,contain,数据仓库的体系结构,924
222,关联规则,contain,基本概念,925
222,关联规则,contain,经典算法,926
222,关联规则,contain,评估,927
595,分类,contain,分类、回归与聚类,928
595,分类,contain,分类的应用案例,929
595,分类,contain,分类概念,930
595,分类,contain,分类过程,931
595,分类,contain,常用的分类方法,932
596,聚类,contain,聚类概述,933
596,聚类,contain,典型应用,934
596,聚类,contain,划分方法,935
596,聚类,contain,层次方法,936
596,聚类,contain,密度方法,937
225,回归分析,contain,回归概述,938
225,回归分析,contain,线性回归方法,939
225,回归分析,contain,多项式回归,940
225,回归分析,contain,非线性回归,941
225,回归分析,contain,Logistic回归,942
226,图像的基本概念,contain,了解图像、数字图像像素的概念,943
226,图像的基本概念,contain,了解图像处理的起源应用和系统,944
226,图像的基本概念,contain,掌握图像表示的基础知识,945
227,彩色图像处理,contain,了解彩色视觉和颜色模型,946
227,彩色图像处理,contain,掌握彩色变换,947
227,彩色图像处理,contain,掌握彩色图像的增强平滑和锐化,948
228,图像采集技术——摄影,contain,了解摄影的历史,949
228,图像采集技术——摄影,contain,掌握相机的成像原理,950
228,图像采集技术——摄影,contain,了解相机的结构,951
228,图像采集技术——摄影,contain,掌握相机的可控对象及摄像学属性,952
229,图像的几何变换与点变换,contain,掌握图像的几何变换,953
229,图像的几何变换与点变换,contain,掌握图像的点变换,954
230,图像的频域变换,contain,掌握二维离散傅立叶变换及其应用,955
230,图像的频域变换,contain,掌握离散余弦变换,956
230,图像的频域变换,contain,掌握小波变换,957
231,基于图像的建模技术,contain,掌握双目立体技术,958
231,基于图像的建模技术,contain,了解主动式立体方法,959
231,基于图像的建模技术,contain,掌握多视角立体方法,960
232,3DTV中的场景表示技术,contain,掌握几何表示方法,961
233,4DTV中的场景表示技术,contain,掌握纹理表示方法,962
234,5DTV中的场景表示技术,contain,了解场景表示方法的标准,963
235,图像的增强,contain,图像插值,964
235,图像的增强,contain,图像增强,965
235,图像的增强,contain,图像的去噪,966
235,图像的增强,contain,图像的去模糊,967
236,图像内容分析及压缩,contain,边缘检测,968
236,图像内容分析及压缩,contain,线条、圆形、目标检测,969
236,图像内容分析及压缩,contain,图像分割方法,970
236,图像内容分析及压缩,contain,图像压缩,971
237,生物信息学概述,contain,生物信息学的基本概念,972
237,生物信息学概述,contain,生物学的研究对象、发展历史及研究意义,973
237,生物信息学概述,contain,基本的生物知识介绍,974
238,生物数据管理技术,contain,基因数据库,975
238,生物数据管理技术,contain,蛋白数据库,976
239,DNA及蛋白序列分析,contain,序列分析的数学问题,977
239,DNA及蛋白序列分析,contain,序列数据搜索,978
239,DNA及蛋白序列分析,contain,序列对比对,979
239,DNA及蛋白序列分析,contain,多序列比对,980
240,蛋白质二级结构预测,contain,结构预测的数学问题,981
240,蛋白质二级结构预测,contain,二级结构预测预测方法,982
240,蛋白质二级结构预测,contain,二级结构预测评价方法,983
241,生物网络建模与网络结构分析,contain,关联网络构建,984
241,生物网络建模与网络结构分析,contain,时序网络构建,985
241,生物网络建模与网络结构分析,contain,网络结构分析与评价,986
241,生物网络建模与网络结构分析,contain,子网挖掘,987
242,计算机系统概要,contain,计算机组成与体系结构,988
242,计算机系统概要,contain,计算机体系结构中的伟大思想,989
242,计算机系统概要,contain,性能评估,990
242,计算机系统概要,contain,功耗墙,991
242,计算机系统概要,contain,标准测试程序,992
243,指令：计算机的语言,contain,计算机硬件的操作,993
243,指令：计算机的语言,contain,计算机硬件的操作数,994
243,指令：计算机的语言,contain,计算机中指令的表示,995
243,指令：计算机的语言,contain,逻辑操作和决策指令,996
243,指令：计算机的语言,contain,计算机硬件对过程的支持,997
243,指令：计算机的语言,contain,寻址方式,998
243,指令：计算机的语言,contain,数组与指针,999
243,指令：计算机的语言,contain,其它实例：ARMv7和x86,1000
244,处理器,contain,处理器设计的方法和实现机制,1001
244,处理器,contain,流水线概述,1002
244,处理器,contain,流水线数据通路及其控制,1003
244,处理器,contain,数据冒险,1004
244,处理器,contain,控制冒险,1005
244,处理器,contain,异常处理,1006
245,大容量和高速度：开发存储器层次,contain,计算机多层存储体系,1007
245,大容量和高速度：开发存储器层次,contain,Cache的基本原理,1008
245,大容量和高速度：开发存储器层次,contain,Cache性能的评估和改进,1009
245,大容量和高速度：开发存储器层次,contain,虚拟存储器,1010
245,大容量和高速度：开发存储器层次,contain,独立磁盘冗余阵列,1011
245,大容量和高速度：开发存储器层次,contain,实例：ARMCortexA8和IntelCorei7存储器层次结构,1012
246,指令级并行,contain,指令级并行的基本概念,1013
246,指令级并行,contain,静态多发射处理器,1014
246,指令级并行,contain,动态多发射处理器,1015
246,指令级并行,contain,分支预测技术,1016
246,指令级并行,contain,实例：实例：ARM Cortex-A8和Intel Core i7流水线,1017
247,从客户端到云的并行处理器,contain,多处理器组织,1018
247,从客户端到云的并行处理器,contain,SISD、MIMD、SIMD、SPMD和向量机,1019
247,从客户端到云的并行处理器,contain,多核和其它共享内存多处理器,1020
247,从客户端到云的并行处理器,contain,集群、仓储级计算机和其他消息传递多处理器,1021
247,从客户端到云的并行处理器,contain,图形处理单元（自学）,1022
247,从客户端到云的并行处理器,contain,高速缓存一致性和MESI协议,1023
247,从客户端到云的并行处理器,contain,多处理器网络拓扑简介（自学）,1024
247,从客户端到云的并行处理器,contain,多处理器性能评测模型,1025
248,线性代数,contain,泡利矩阵,1026
248,线性代数,contain,Hermitian算子,1027
248,线性代数,contain,张量积,1028
248,线性代数,contain,算子函数,1029
248,线性代数,contain,奇异值分解,1030
249,量子状态向量形式化,contain,量子状态向量,1031
249,量子状态向量形式化,contain,量子演化,1032
249,量子状态向量形式化,contain,量子测量,1033
249,量子状态向量形式化,contain,复合量子系统,1034
250,密度算子形式化,contain,量子系综,1035
250,密度算子形式化,contain,密度算子的形式属性,1036
250,密度算子形式化,contain,约简密度算子,1037
250,密度算子形式化,contain,Schmidt分解和纯化,1038
251,量子信息,contain,EPR佯谬,1039
251,量子信息,contain,非局域性和上下文性,1040
251,量子信息,contain,Bell不等式和上下文不等式,1041
251,量子信息,contain,量子傅里叶变换及其应用,1042
251,量子信息,contain,量子搜索算法,1043
251,量子信息,contain,量子秘钥发布,1044
251,量子信息,contain,量子超密编码,1045
251,量子信息,contain,量子态远程传输,1046
251,量子信息,contain,量子信息论和量子纠错编码,1047
252,量子智能,contain,量子人工智能及量子认知基础,1048
252,量子智能,contain,量子力学的信息解释及基于信息解释的重构,1049
252,量子智能,contain,量子人工智能及量子认知算法,1050
331,自然语言处理的基础知识,contain,统计学的基础,1051
331,自然语言处理的基础知识,contain,信息论的基础,1052
254,HMM（隐马尔科夫）模型及其在NLP中的应用,contain,HMM模型,1053
254,HMM（隐马尔科夫）模型及其在NLP中的应用,contain,HMM模型所涉及的三类问题及其解决算法,1054
254,HMM（隐马尔科夫）模型及其在NLP中的应用,contain,HMM模型在词性标记问题中的应用,1055
255,词语搭配,contain,词语搭配概念,1056
255,词语搭配,contain,搭配识别方案,1057
255,词语搭配,contain,搭配的应用,1058
256,语义消歧,contain,语义消歧概念,1059
256,语义消歧,contain,预备知识,1060
256,语义消歧,contain,有监督消歧,1061
256,语义消歧,contain,基于词典的消歧,1062
256,语义消歧,contain,无监督消歧,1063
257,词汇获取,contain,概念、评价方法,1064
257,词汇获取,contain,动词子范畴,1065
257,词汇获取,contain,附着歧义,1066
257,词汇获取,contain,选择倾向,1067
257,词汇获取,contain,语义相似性,1068
258,概率上下文无关文法（PCFG）,contain,概率上下文无关文法的概念,1069
258,概率上下文无关文法（PCFG）,contain,PCFG基本问题和其算法,1070
258,概率上下文无关文法（PCFG）,contain,PCFG的改进方案,1071
259,文本分类和聚类,contain,文本分类概念及过程,1072
259,文本分类和聚类,contain,贝叶斯分类、K近邻分类、最大熵分类、支持向量机分类,1073
259,文本分类和聚类,contain,文本聚类概念,1074
259,文本分类和聚类,contain,层次聚类和非层次聚类（K-Means聚类算法）,1075
336,机器翻译,contain,机器翻译概述,1076
336,机器翻译,contain,基于规则、实例和统计的机器翻译方案,1077
336,机器翻译,contain,机器翻译评价,1078
336,机器翻译,contain,利用互联网获取双语语料,1079
336,机器翻译,contain,机器翻译的最新研究进展,1080
261,在线社会媒体与社会计算,contain,在线社会媒体与社会计算研究背景,1081
261,在线社会媒体与社会计算,contain,社会媒体与社会计算概念、主要研究内容,1082
261,在线社会媒体与社会计算,contain,社会媒体与社会计算主要研究内容,1083
337,信息检索,contain,信息检索概念,1084
337,信息检索,contain,信息检索的评价方法,1085
337,信息检索,contain,信息检索模型,1086
337,信息检索,contain,网络蜘蛛,1087
337,信息检索,contain,查询扩展,1088
337,信息检索,contain,Web页面评价机制,1089
337,信息检索,contain,文本处理,1090
337,信息检索,contain,多媒体检索,1091
263,深度学习与自然语言处理,contain,深度学习的概述,1092
263,深度学习与自然语言处理,contain,基于深度学习的自然语言处理简介,1093
265,异构计算概述,contain,异构计算的基本概念,1095
265,异构计算概述,contain,异构并行计算平台,1096
265,异构计算概述,contain,异构编程环境与编程模型,1097
266,异构计算硬件环境,contain,处理器,1098
266,异构计算硬件环境,contain,异构存储,1099
266,异构计算硬件环境,contain,异构网络,1100
266,异构计算硬件环境,contain,异构计算系统体系结构分类,1101
267,CUDA编程,contain,NVIDIA GPU逻辑架构,1102
267,CUDA编程,contain,CUDA程序设计,1103
267,CUDA编程,contain,CUDA内存管理,1104
268,CUDA应用案例,contain,CUDA计算矩阵乘法,1105
268,CUDA应用案例,contain,CUDA动态规划算法,1106
268,CUDA应用案例,contain,CUDA排序,1107
269,OpenCL编程,contain,OpenCL基本介绍,1108
269,OpenCL编程,contain,OpenCL设备架构,1109
270,OpenCL应用案例与分析,contain,OpenCL计算二维卷积,1110
270,OpenCL应用案例与分析,contain,OpenCL计算矩阵乘法,1111
270,OpenCL应用案例与分析,contain,OpenCL混合粒子模拟,1112
271,OpenACC编程,contain,OpenACC简介,1113
271,OpenACC编程,contain,OpenCL计算构件,1114
271,OpenACC编程,contain,数据管理,1115
271,OpenACC编程,contain,高级特性,1116
272,OpenACC案例分析,contain,SW26010处理器介绍,1117
272,OpenACC案例分析,contain,存储模型,1118
272,OpenACC案例分析,contain,执行模型,1119
273,计算机图形学基础,contain,计算机图形学和图形系统：,1120
273,计算机图形学基础,contain,图形系统的硬件和软件,1121
273,计算机图形学基础,contain,图形标准接口,1122
273,计算机图形学基础,contain,颜色、色调映射基础,1123
274,图形变换,contain,几何、坐标系、投影变换,1124
274,图形变换,contain,图形绘制流水线的基本框架和流程,1125
275,三维物体的几何表示,contain,三维物体的定义及性质,1126
275,三维物体的几何表示,contain,三维物体表示的特征参数、边界表示、实体构造、八叉树方法,1127
275,三维物体的几何表示,contain,Bezier曲线曲面、NURBUS曲线曲面,1128
276,基本图形算法,contain,直线、圆光栅化绘制算法,1129
276,基本图形算法,contain,点、线、多边形的裁剪,1130
276,基本图形算法,contain,区域、多边形填充算法,1131
276,基本图形算法,contain,消隐算法,1132
277,基本光照模型和着色绘制,contain,环境光照模型,1133
277,基本光照模型和着色绘制,contain,漫反射光照模型,1134
277,基本光照模型和着色绘制,contain,镜面反射光照模型,1135
277,基本光照模型和着色绘制,contain,着色绘制法,1136
276,基于光线跟踪的光照模型,contain,简单光投射模型光照模型,1137
276,基于光线跟踪的光照模型,contain,光线跟踪绘制技术,1138
278,OpenGL,contain,OpenGL基础 初步熟悉OpenGL图形系统,1139
278,OpenGL,contain,OpenGL变换 熟练OpenGL变换,1140
278,OpenGL,contain,OpenGL 光照 掌握OpenGL进行光照编程,1141
278,OpenGL,contain,OpenGL画线、画圆算法,1142
279,编译原理概论,contain,编译过程概述,1143
279,编译原理概论,contain,编译程序的结构,1144
279,编译原理概论,contain,编译程序的生成,1145
279,编译原理概论,contain,编译技术和软件工具,1146
280,高级语言和文法,contain,程序语言的定义,1147
280,高级语言和文法,contain,高级语言的一般特征,1148
280,高级语言和文法,contain,程序语言的文法,1149
281,词法分析,contain,词法分析器的作用,1150
281,词法分析,contain,词法分析器的设计,1151
281,词法分析,contain,词法分析器的自动生成,1152
281,词法分析,contain,正规表达式与有限自动机,1153
281,词法分析,contain,设计词法分析器的生成器,1154
282,自顶向下语法分析方法,contain,语法分析器的功能,1155
282,自顶向下语法分析方法,contain,文法的编写,1156
282,自顶向下语法分析方法,contain,递归下降语法分析器,1157
282,自顶向下语法分析方法,contain,预测语法分析器,1158
283,自底向上语法分析法,contain,自底向上分析的基本问题,1159
283,自底向上语法分析法,contain,算符优先分析法,1160
283,自底向上语法分析法,contain,LR语法分析器,1161
284,中间代码生成,contain,中间语言,1162
284,中间代码生成,contain,声明语句,1163
284,中间代码生成,contain,赋值语句,1164
284,中间代码生成,contain,控制语句的翻译,1165
284,中间代码生成,contain,过程调用,1166
285,符号表,contain,符号表的组织和作用,1167
285,符号表,contain,符号表的整理与查找,1168
285,符号表,contain,名字的作用范围,1169
285,符号表,contain,符号表的内容,1170
286,运行时环境,contain,源语言问题,1171
286,运行时环境,contain,存储组织,1172
286,运行时环境,contain,存储分配策略,1173
286,运行时环境,contain,非局部名字的访问,1174
287,软件体系结构概论,contain,软件危机,1175
287,软件体系结构概论,contain,构件与软件重用,1176
287,软件体系结构概论,contain,软件体系结构的兴起和发展,1177
288,软件体系结构建模,contain,软件体系结构建模,1178
288,软件体系结构建模,contain,“4+1”视图模型,1179
288,软件体系结构建模,contain,软件体系结构的核心模型,1180
288,软件体系结构建模,contain,软件体系结构的生命周期,1181
288,软件体系结构建模,contain,软件体系结构抽象模型,1182
